,Company,Title,Location,Address,Industry,JD,Job Level,Base Title,Min Years Exp,Mean Sal,Log Mean Sal
139,Changi Travel Services Pte Ltd,Business Analyst (Based in Changi Airport),Singapore - East - Changi - Changi Airport,60 Airport Boulevard #046-019 Changi Airport Terminal 2,Travel/Tourism," We thank all candidates for writing in and regret that only shortlisted candidates and/or candidate w/ completed application as above will be notified Please indicate the following in resume  • Reason for leaving each past and current employment • Salary for each past and current employment • Expected salary • Date of availability All applications will be handled with strict confidentiality Duties      Determines customers' needs and desires by specifying research needed to obtain market info   Recommend nature and scope of present/future product lines by reviewing product specs and requirements   Assesses market competition for comparison   Obtain product market share; work with directors and stakeholders to develop sales strategies   Prepare short term and long term product sales forecasts and special reports and analyses   Facilitates inventory turnover and product and services availability by reviewing and adjusting inventory levels and production schedules   Actively in search of new product and services to market; analyzing proposed requirements and development programs; preparing return on investment analyses; establishing time schedules with suppliers/management   Determines pricing by utilizing market research data; reviewing production and sales costs; anticipating volume; costing special and customized orders   Work with internal and external stakeholders to Ensure that all the required information is in place   Completes operational requirements by scheduling and assigning employees; following up on work results   Able to proactively work with cross functional teams to identify, obtain data required and understanding the root cause to analyze business/sales performance   Presents results of analysis and makes recommendations to address business shortfalls, effectively represent findings in professional presentation form   Able to conduct an analysis of performance data to assess the success of short term sales initiatives and communicate on a regular basis on results of initiatives     Requirements      Candidate must possess at least a Bachelor’s Degree in any field   At least 1 year s  of working experience in the related field is required for this position   1 – 2 years of Business Development related experience is preferred   Excellent analytical and technical skills in MS Excel, PowerPoint, Word is required   Good organizational and administrative skills   Able to effectively multitask, work under pressure and adhere to deadlines     Please indicate the following in resume  • Reason for leaving each past and current employment • Salary for each past and current employment • Expected salary • Date of availability     We thank all candidates for writing in and regret that only shortlisted candidates and/or candidate w/ completed application as above will be notified      All applications will be handled with strict confidentiality Requirements Duties",4,BA,1.0,3750.0,8.229511118964457
140,DBS Bank Limited,"AVP, Business Analyst, Investment and Trading Technology, Technology and Operations - (180002RG)",Singapore - Across Singapore - Singapore,,Banking/Financial Services,"Business Function  Group Technology and Operations  T&O  enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation  In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels   Job Purpose   Looking for an experienced Business Analyst to work on Treasury & Markets Projects and Enhancements    The candidate will be responsible to work with various stakeholders to understand the business requirements, translating into user stories, process flow, mock up screens  where required    Key Accountabilities    Leverage the subject matter experts end to end in delivery of structured and well thought through solutions    Become an effective 'bridge' between users and technology    Adhere to corporate project governance policy    Responsibilities    Facilitate requirements workshops to engage the various stakeholders to elicit and validate business requirements    Work closely with Product Owner and Project Team to design and deliver user stories, process workflow, prototype and mock up screens  when required     Respond promptly to issues raised, through good understanding of business, operational and technical considerations, and recommend sound solutions    Lead and manage issues during UAT/Sprints, and ensure all requirements have proper traceability   Leverage the subject matter experts in T&O in delivery of structured and well thought through solutions   Requirements    At least 4 6 years working as a Business Analyst    Experience in writing User Stories, Test Cases, mapping process workflow, data analysis   Possess strong business & technical subject matter knowledge  Prior hands on knowledge on a Treasury System is a must, especially in the MO/BO areas of knowledge    Experience working on Jira, Confluence    Experience with Agile methodology, be it Scrum or Kanban    CCBA / CBAP certification will be an advantage  Apply Now   We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements",6,BA,7.0,5625.0,8.63497622707262
141,Capita Pte Ltd,Senior ERP Business Analyst - SyteLine,Singapore - Central,"8 Marina View, #11-01, Asia Square Tower 1 Singapore 018960",Transportation/Logistics," Interested candidates, who wish to apply for the advertised position, please email us an updated copy of your resume with recent photo attached to tech5 capitagrp com  bizsapp capitagrp com Requirements ​ Analyzes and resolves end users ERP application issues in timely and accurate fashion, ensure the stable operation of assigned and support modules    Ability to lead the development of business requirements, functional designs, process maps, and user test plans    Responsible for actively resolving day to day technology needs of the user community with a focus on analysis and broad minded solutions    Responsible for recognizing potential problems, resolving conflicts, and updating IT management regarding business management progress    Understand the evolving needs of their assigned user community   Demonstrates full knowledge of all phases of technology implementation    Participates in system configuration to satisfy business requirements in accordance with solution design   Collaborates with internal and external customers, functional teams, development teams, and stakeholders to identify user requirements, assess available ERP Functional technologies and recommend solution options  Advises on options, risks, costs versus benefits, and impact    Advises on options, risks, costs versus benefits, and impact    Develops and promotes good business relationships  Prioritizes work to be done and coordinates activities with internal and external customers and IT colleagues to ensure successful project implementation and meet expected service levels    Maintains full knowledge of all phases of technology implementations aligned to their user   community; apprises business management of progress; keeps IT management aware of issues and potential problems, and resolves conflicts    Assists in the development of design and functional specifications to affect IT solutions as required   Drives the development business processes and priorities  Evaluates alternative business process and technology solutions, and participates in making technology recommendations to enhance business operations    Leads the development of business requirements, functional designs, process maps, user test plans, and training materials associated with business process and technology solutions  Facilitates user involvement in User Acceptance Testing    Works in conjunction with senior leaders in other functional areas to ensure that program launches, scope expansions and the development of new business capabilities are supported and delivered within the business architecture     Requirements    Ability to write reports, business correspondence, and procedure manuals    Ability to effectively present information and respond to questions from groups of managers, clients,customers, and the general public    Ability to solve practical problems and deal with a variety of concrete variables in situations where only limited standardization exists    Experience in Experience in data warehouse implementation, Crystal report   development, IBM Cognos BI    Create and modifies MS T SQL to facilitate data mining, problem solving, ise SSRS to support reporting    ERP experience in manufacturing, logistics environment will be an advantage    Experience in ERP System, Microsoft Office Suites, Lotus Notes  Certificates, Licenses, Registrations   ​     Interested candidates, who wish to apply for the advertised position, please email us an updated copy of your resume with recent photo attached to tech5 capitagrp com  bizsapp capitagrp com  We regret that only shortlisted candidates will be notified       EA License No   08C2893 We regret that only shortlisted candidates will be notified",4,BA,8.0,5500.0,8.612503371220562
142,People Profilers Pte Ltd,Business Analyst,Singapore - Central,,Human Resources Management/Consulting,"Job ID  40298  Please submit your updated resume in Word format by using the Apply Now Button We regret that only shortlisted candidates will be notified Email resume to shona heng peopleprofilers com All Successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits Financial Analyst Job Duties   • Analyse and maintain financial data for group companies  • Maintain financial data on comparable companies and industry data  • Develop accurate financial models  • Identify trends, conduct business studies on past, future and comparative performance  • Access market data to provide up to date valuation metrics  • Develop investment due diligence reports  • Prepare analytical reports as required  • Assist with structuring transactions, negotiations and preparation and review of transactions documents  • Act generally as required and guide and influence long term and strategic decision making within the group Requirements   • Bachelor’s Degree in Finance, Business, Economics or Equivalent discipline • MBA holder preferred  • Excellent problem solving, synthesis and analytical skills with attention to detail, while keeping the big picture in context  • Proficiency in MS Excel, MS Access, Word, and PowerPoint  • Hands on experience with statistical analysis and ability to extract data from financial data service providers  • Strong written, verbal and interpersonal communications skills  • Proven knowledge of financial forecasting, corporate finance and information analysis  • Advanced computer proficiency in financial forecasting, modelling and reporting  • A high level of independent judgment, initiative and problem solving skills, stakeholder management, and the ability to demonstrate a high degree of confidentiality and discretion  • Minimum 3 years of experiences from Venture Capital, Private Equity, Investment Banking, Securities Equity Analysis or M&A/DD consulting Location  East   Working Hours  Office hours      Job ID  40298     Job Responsibilities   • To provide company specific and industry research, monitor financial movements and analyse financial information for companies within the group for benchmarking and decision making  • To provide analysis and research to assist in the development and execution of corporate strategy and corporate finance transactions that occur within the group  • To provide company specific analysis including product, segment, channel profitability, and qualitative assessment of competitiveness and sustainability    Financial Analyst Job Duties   • Analyse and maintain financial data for group companies  • Maintain financial data on comparable companies and industry data  • Develop accurate financial models  • Identify trends, conduct business studies on past, future and comparative performance  • Access market data to provide up to date valuation metrics  • Develop investment due diligence reports  • Prepare analytical reports as required  • Assist with structuring transactions, negotiations and preparation and review of transactions documents  • Act generally as required and guide and influence long term and strategic decision making within the group     Requirements   • Bachelor’s Degree in Finance, Business, Economics or Equivalent discipline • MBA holder preferred  • Excellent problem solving, synthesis and analytical skills with attention to detail, while keeping the big picture in context  • Proficiency in MS Excel, MS Access, Word, and PowerPoint  • Hands on experience with statistical analysis and ability to extract data from financial data service providers  • Strong written, verbal and interpersonal communications skills  • Proven knowledge of financial forecasting, corporate finance and information analysis  • Advanced computer proficiency in financial forecasting, modelling and reporting  • A high level of independent judgment, initiative and problem solving skills, stakeholder management, and the ability to demonstrate a high degree of confidentiality and discretion  • Minimum 3 years of experiences from Venture Capital, Private Equity, Investment Banking, Securities Equity Analysis or M&A/DD consulting    All Successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits   Please submit your updated resume in Word format by using the Apply Now Button     We regret that only shortlisted candidates will be notified Email resume to shona heng peopleprofilers com    People Profilers Pte Ltd, No  1 Finlayson Green #18 01 Singapore 049246  Tel    6589 5806 Fax    6536 7890 http //www peopleprofilers com EA Licence Number  02C4944 Registration Number  R1872037 Posting Personnel  Shona Heng Yun Wen Job Responsibilities   • To provide company specific and industry research, monitor financial movements and analyse financial information for companies within the group for benchmarking and decision making  • To provide analysis and research to assist in the development and execution of corporate strategy and corporate finance transactions that occur within the group  • To provide company specific analysis including product, segment, channel profitability, and qualitative assessment of competitiveness and sustainability People Profilers Pte Ltd, No  1 Finlayson Green #18 01 Singapore 049246  Tel    6589 5806 Fax    6536 7890 http //www peopleprofilers com EA Licence Number  02C4944 Registration Number  R1872037 Posting Personnel  Shona Heng Yun Wen",2,BA,3.0,5750.0,8.656955133791396
143,(Recruitment Firm),Business Analyst - Banking,Singapore - Central,8 Marina View #11-01 Asia Square Tower 1 Singapore 018960,Banking/Financial Services," By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates , in accordance with our Privacy Policy    Please access our website at www kellyservices com sg for a copy of our Privacy Policy  If you wish to   withdraw your consent, please drop us an email at dataprotection kellyservices com sg to let us know    All resumes and personal particulars sent to the aforementioned email address will Not be attended to as the address is not for job application purposes Requirements Our client is an established local bank in the global industry    We are looking for suitable candidates to join them as a Business Analyst   Banking Interested candidates may send their resumes to leow_weiqi kellyservices com sg or apply throught the application system    Shortlisted candidates will be notified Responsibilities Kelly Services  Singapore  Pte Ltd I EA License No  01C4394 I RCB No  200007268E I Leow Wei Qi EA Reg  No  R1658345 Our client is an established local bank in the global industry    We are looking for suitable candidates to join them as a Business Analyst   Banking       Responsibilities      Support on daily operations on the performance systems such as downloading and maintenance of financial data   Performance returns are used by marketing, investments     Check the integrity of data use in the performance systems   Generate timely monthly return for client RRG report,   Generate monthly reviews of performance data and provide support to bankers / counsellors enquiries    Requirements      Minimum degree holders     Meticulous and detail oriented   Proficient in Microsoft Office skills   Able to work under pressure and tight deadlines  Interested candidates may send their resumes to leow_weiqi kellyservices com sg or apply throught the application system    Shortlisted candidates will be notified    Kelly Services  Singapore  Pte Ltd I EA License No  01C4394 I RCB No  200007268E I Leow Wei Qi EA Reg  No  R1658345   By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates , in accordance with our Privacy Policy    Please access our website at www kellyservices com sg for a copy of our Privacy Policy  If you wish to   withdraw your consent, please drop us an email at dataprotection kellyservices com sg to let us know    All resumes and personal particulars sent to the aforementioned email address will Not be attended to as the address is not for job application purposes",1,BA,1.0,2650.0,7.882314918980268
144,Quinnox Solutions Pte Ltd,Business Intelligence Analyst (Tableau),Singapore - Central,101 Cecil Street Singapore,Human Resources Management/Consulting," Job Requirements  • Minimum 6 years of experience in design and development of reports, dashboards in a Business Intelligence environment • Strong hands on experience on Tableau • Strong hands on experience on Cognos BI • Strong knowledge in SQL • Knowledge of data warehouse concepts and data modeling • Experience in creating mock up and prototyping • Experience in storytelling with data • Experience in analyzing business / data requirements, deliver design and estimate, development, testing and production deployment of reporting and dashboards projects • Experience in performance fine tuning of queries, reports and dashboards • Experience in data preparation • Experience in security administration, design and setup of authorization and user management • Experience in admin functions related to data sources, extracts, schedules, tasks, subscriptions, upgrades, monitoring server status and performing tuning • Experience in creating user guide and conduct user training • Understanding and experience with the Software Development Life Cycle and Agile methodologies Technical competency  • Tableau • Power BI • Cognos Reporting • SQL • Self Service Data Preparation tools • Business Intelligence tools • Data warehouse • Big Data Platform based on Hadoop    To Apply     Please send your latest CV to recruit quinnox solutions com Kindly indicate your availability, current and expected remuneration package  We regret only shortlisted candidates would be notified   Quinnox Solutions Pte Ltd  License Number  06C3126  Registered EA Personnel  Reg  No   R1551322 To Apply     Please send your latest CV to recruit quinnox solutions com Kindly indicate your availability, current and expected remuneration package  We regret only shortlisted candidates would be notified   Quinnox Solutions Pte Ltd  License Number  06C3126  Registered EA Personnel  Reg  No   R1551322 Job Requirements  • Minimum 6 years of experience in design and development of reports, dashboards in a Business Intelligence environment • Strong hands on experience on Tableau • Strong hands on experience on Cognos BI • Strong knowledge in SQL • Knowledge of data warehouse concepts and data modeling • Experience in creating mock up and prototyping • Experience in storytelling with data • Experience in analyzing business / data requirements, deliver design and estimate, development, testing and production deployment of reporting and dashboards projects • Experience in performance fine tuning of queries, reports and dashboards • Experience in data preparation • Experience in security administration, design and setup of authorization and user management • Experience in admin functions related to data sources, extracts, schedules, tasks, subscriptions, upgrades, monitoring server status and performing tuning • Experience in creating user guide and conduct user training • Understanding and experience with the Software Development Life Cycle and Agile methodologies Technical competency  • Tableau • Power BI • Cognos Reporting • SQL • Self Service Data Preparation tools • Business Intelligence tools • Data warehouse • Big Data Platform based on Hadoop To Apply Quinnox Solutions Pte Ltd  License Number  06C3126  Registered EA Personnel  Reg  No   R1551322 Please send your latest CV to recruit quinnox solutions com Kindly indicate your availability, current and expected remuneration package  We regret only shortlisted candidates would be notified",4,BI,5.0,4125.0,8.324821298768782
145,(Recruitment Firm),"Business Analyst ( $4.5K, UAT Testing, Netsuite, Contract 4 months)",Singapore - Central,,Human Resources Management/Consulting," Job Description Requirements 4 Months Contract Role   Urgent role, able to start immediately   Finance Candidates with hands on experience with Netsuite systems are welcome or     Candidates who have experience with system migration to netsuite system are welcome too    Job Description     Assist Manager to analysis and revise data in NetSuite to ensure accuracy    Create and maintain documentation of the system and business processes    Requirements     Min 2 years experience using Netsuite    Candidates with Finance / Accounting experience using Netsuite system are welcome    Able to start work immediately    To apply, please email your detailed CV in MS Word format to search5 searchindex com sg We regret that only short listed candidates will be contacted shortly To apply, please email your detailed CV in MS Word format to search5 searchindex com sg We regret that only short listed candidates will be contacted shortly",4,BA,2.0,4150.0,8.330863613224745
146,Razer Inc.,Business Analyst,Singapore - East - Others - Chai Chee,514 Chai Chee Lane #07-01,Consumer Products/FMCG,"Job Responsibilities Degree in Business, Finance or Accountancy   Minimum 4 years of relevant experience in financial analysis   Big 4 audit experience is a plus   Experience in business and/or financial analysis is a must   Proven skills in translating metrics between business operations and finance   Strong presentation and communication skills, both oral and written, and able to communicate concisely   Strong business partnering skills   Ability to execute under high pressure situations and meeting deadlines   Strong project management skills and ability to multi task with a strong sense of prioritization   Demonstrate intellectual and analytical rigor   High level of proficiency in Microsoft Excel and PowerPoint   Knowledge of SAP is a plus   Knowledge in Business Intelligence software such as Tableau and Anaplan is a plus   Working knowledge of statistical principles such as linear regression, logistic regression, univariate and multivariate analysis, and experimental design is a plus   Data processing, analysis and automation experience is a plus Pre Requisites Reporting to the FP&A Manager, the Business Analyst will play a key role in FP&A to support various business units within the Company Job Responsibilities          Reporting to the FP&A Manager, the Business Analyst will play a key role in FP&A to support various business units within the Company        The Business Analyst’s primary responsibilities are focused on financial analysis, corporate planning, budgeting, costs controlling, monitoring and analysis of budget vs actuals  BvA        Be a business partner to the business units, performing analysis and providing reports highlighting key insights, trends and actionable recommendations   Participate in projects as part of the project delivery team; assist in achieving execution efficiencies and articulation of business requirements   Maintain and improve financial and data models for future use and eventual automation with respect to various enterprise applications   Engage with Management and Budget Direct In Charge  DRIs  to discuss budget plans, cost control initiatives and analysis of costs   Revise budget allocation and/or determine management targets for Budget DRIs based on Management’s directives   Provide BvA reports to Management every month   Perform other analysis and prepare other reports as requested by Management     Pre Requisites        Degree in Business, Finance or Accountancy   Minimum 4 years of relevant experience in financial analysis   Big 4 audit experience is a plus   Experience in business and/or financial analysis is a must   Proven skills in translating metrics between business operations and finance   Strong presentation and communication skills, both oral and written, and able to communicate concisely   Strong business partnering skills   Ability to execute under high pressure situations and meeting deadlines   Strong project management skills and ability to multi task with a strong sense of prioritization   Demonstrate intellectual and analytical rigor   High level of proficiency in Microsoft Excel and PowerPoint   Knowledge of SAP is a plus   Knowledge in Business Intelligence software such as Tableau and Anaplan is a plus   Working knowledge of statistical principles such as linear regression, logistic regression, univariate and multivariate analysis, and experimental design is a plus   Data processing, analysis and automation experience is a plus Reporting to the FP&A Manager, the Business Analyst will play a key role in FP&A to support various business units within the Company        The Business Analyst’s primary responsibilities are focused on financial analysis, corporate planning, budgeting, costs controlling, monitoring and analysis of budget vs actuals  BvA        Be a business partner to the business units, performing analysis and providing reports highlighting key insights, trends and actionable recommendations   Participate in projects as part of the project delivery team; assist in achieving execution efficiencies and articulation of business requirements   Maintain and improve financial and data models for future use and eventual automation with respect to various enterprise applications   Engage with Management and Budget Direct In Charge  DRIs  to discuss budget plans, cost control initiatives and analysis of costs   Revise budget allocation and/or determine management targets for Budget DRIs based on Management’s directives   Provide BvA reports to Management every month   Perform other analysis and prepare other reports as requested by Management Job Responsibilities          Reporting to the FP&A Manager, the Business Analyst will play a key role in FP&A to support various business units within the Company        The Business Analyst’s primary responsibilities are focused on financial analysis, corporate planning, budgeting, costs controlling, monitoring and analysis of budget vs actuals  BvA        Be a business partner to the business units, performing analysis and providing reports highlighting key insights, trends and actionable recommendations   Participate in projects as part of the project delivery team; assist in achieving execution efficiencies and articulation of business requirements   Maintain and improve financial and data models for future use and eventual automation with respect to various enterprise applications   Engage with Management and Budget Direct In Charge  DRIs  to discuss budget plans, cost control initiatives and analysis of costs   Revise budget allocation and/or determine management targets for Budget DRIs based on Management’s directives   Provide BvA reports to Management every month   Perform other analysis and prepare other reports as requested by Management     Pre Requisites        Degree in Business, Finance or Accountancy   Minimum 4 years of relevant experience in financial analysis   Big 4 audit experience is a plus   Experience in business and/or financial analysis is a must   Proven skills in translating metrics between business operations and finance   Strong presentation and communication skills, both oral and written, and able to communicate concisely   Strong business partnering skills   Ability to execute under high pressure situations and meeting deadlines   Strong project management skills and ability to multi task with a strong sense of prioritization   Demonstrate intellectual and analytical rigor   High level of proficiency in Microsoft Excel and PowerPoint   Knowledge of SAP is a plus   Knowledge in Business Intelligence software such as Tableau and Anaplan is a plus   Working knowledge of statistical principles such as linear regression, logistic regression, univariate and multivariate analysis, and experimental design is a plus   Data processing, analysis and automation experience is a plus     Be part of a phenomenal team today!   Join us by sending in your resume and motivation via   ApplyNow Be part of a phenomenal team today!   Join us by sending in your resume and motivation via   ApplyNow The Business Analyst’s primary responsibilities are focused on financial analysis, corporate planning, budgeting, costs controlling, monitoring and analysis of budget vs actuals  BvA",2,BA,3.0,4125.0,8.324821298768782
147,TSA Training Services Pte Ltd,Business Analyst (Analytics),Singapore - West - Others - Pasir Panjang,100H Pasir Panjang Road #03-01/02/03 OC@Pasir Panjang Singapore 118524.,Education," Requirements Reporting to the Director of Analytics and Insights, this role will assist in the development and implementation of analytical processes to accelerate global revenue performance for TSA       Major Responsibilities         Analyze existing internal data sources and work with TSA stakeholders to identify opportunities where hotels would benefit from TSA programs and services   Develop data acquisition and analytics methodologies to help TSA efficiently identify new markets or achieve higher market penetration in existing markets   Increase efficiencies in how TSA assesses and renews potential partnerships   Support Data related activities throughout the Sales process   Work with external third parties and internal stakeholders to analyze data that could be beneficial for the development of future products  Recommend best course of action    Provide thought leadership and best practice in data visualization      Requirements       Minimum 2 years expertise working in a data/business analytics role with proven success in developing or enhancing data acquisition and analytical processes   Expert in MS Excel, including all data analytics related functionality  VB, Pivot Tables, Solvers etc    Demonstrated ability to effectively visualize and simplify complex data to non analytically minded team members   Exposure to and understanding of alternative desktop based data analysis tools  i e Tableau, Qlikview, Power BI    Knowledge of SQL for retrieving data   Strong communication & interpersonal skills   Excellent time management capabilities   Independent, innovative, resourceful and analytical   Able to multi task and perform in a fast paced environment     Proficient in all other MS Office Application Major Responsibilities Reporting to the Director of Analytics and Insights, this role will assist in the development and implementation of analytical processes to accelerate global revenue performance for TSA",2,BA,2.0,4250.0,8.354674261918463
148,Talent Trader Group Pte Ltd,"URGENT: Business Analyst (Changi, SAP, MNC)",Singapore - Central,152 Beach Road #20-07/08 Gateway East Singapore 189721,Human Resources Management/Consulting," Responsibilities   Responsible for FP&A  incl  business partnering  activities for results including Actual, Latest Estimate and Budget consolidation; and all other adhoc internal management required reporting such as Activity Based Costing/ Business Segment profitabiity to drive this business forward   Support annual budget process & monthly forecasting and review   Business case simulation   Increases productivity by developing automated reporting/forecasting tools   Review financial data and work with finance and/or other teams to resolve issues   Analyze financial data by collecting, monitoring and creating financial models for decision support   Detailed Tasks and Responsibilities   Identify financial status by analyzing results; monitoring variances; identifying trends; and recommending actions to management   Guide cost analysis process by establishing and enforcing policies and procedures; providing trends and forecasts; explaining processes and techniques; recommending actions    Prepare monthly and quarterly financial & management reports and the related analysis and commentaries   Coordinate with cross functional stakeholder to ensure timely and accurate output consistent with business expectations and timelines    Provide required analysis and recommendations to Business Partners including but not limited to scenarios analysis, ROI computation etc    Monthly, prepare, compile and perform analysis  on significant variances  for the required billing summary    Review actuals vs budget to ensure alignment against targets and strategic direction  Requirements   Diploma or Degree in Accounting, Finance, ACCA or equivalent  CPA preferred    At least 4 – 6 years of commercial experience   Possesses extensive experience in business planning, management reporting, financial analysis and business partnering; with a strong controllership foundation    Hands on experience in budgeting process is a must, and modelling is preferred   Other Information  Location  Changi Salary  $5,000   Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume to gs1 talenttradergroup com   For candidate who applied for advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us  EA License No   13C6305 Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume to gs1 talenttradergroup com For candidate who applied for advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us  EA License No   13C6305 Other Information  Location  Changi Salary  $5,000",4,BA,4.0,4800.0,8.476371196895983
149,Singapore Airlines,Human Capital Analytics Business Analyst,Singapore - Across Singapore,25 Airline Road Singapore 819829,Aerospace/Aviation/Airline,"Human Capital Analytics Business Analyst  Job Description   The candidate will be expected to perform the following roles and responsibilities   Member of pioneering Human Capital Analytics team    Work with HR and business stakeholders to frame and translate HR related problems into data problems, and to solve them through analytical methods    Present findings and insights on HR related problems and quantify impact of solution    Required Skills   Possess a good Bachelor/Masters degree in Mathematics / Statistics / Engineering discipline    At least 2 years in Analytics Experience in Analytics domain such as HR analytics, Customer & Marketing analytics or Credit Risk analytics    Interest in problem solving, psychology, management science    Technical expertise in SAS / R / Python Tableau visualization    Ability to present analytical insights and solutions in simple layman terms to stakeholders to get buy in",3,BA,2.0,4125.0,8.324821298768782
150,Singapore Airlines,Human Capital Analytics Business Analyst/Modeler,Singapore - Across Singapore,25 Airline Road Singapore 819829,Aerospace/Aviation/Airline,"Human Capital Analytics Business Analyst/Modeler   Job Description   The candidate will be expected to perform the following roles and responsibilities    Member of pioneering Human Capital Analytics team    Work with HR and business stakeholders to frame and translate HR related problems into data problems, and to solve them through analytical methods such as statistical modelling    Required Skills    Possess a good bachelor/masters degree in Mathematics / Statistics / Engineering discipline    At least 2 years in Analytics Experience in building predictive models for sales & marketing or credit underwriting    Interest in problem solving, irrational economic behaviour modeling    Technical expertise in SAS / R / Python, Statistical modeling or Text mining    Ability to present analytical insights and solutions in simple layman terms to stakeholders to get buy in",3,BA,2.0,4125.0,8.324821298768782
151,P'nnacle Pte Ltd,"IT Business Analyst (MNC, exp in Software Development)",Singapore - Central,1 Raffles Quay North Tower Level 25,Human Resources Management/Consulting," Interested & qualified applicants, please forward your latest CV in MS word format to  fion pnnacle com sg Requirements Provide on going application support and be involved in various stages of the SDLC   Conduct user requirements gathering, analyse business requirement for development / implementation of new systems and of enhancements to existing systems   Evaluate potential solutions and make recommendations to address business requests   Plan and conduct/coordinate System Integration Test and user acceptance test    Liaise closely with business users and build good rapport   Liaise closely with vendors in project implementation, application testing, supporting application patching and upgrades   Support the team in defining project requirements, tracking and documentation   Day to day system support and maintenance – attending to severity issues, system monitoring and support users’ enquiries    Ad hoc duties   Requirements      Min Diploma/Degree in IT   Min 2 3 years of IT Business analysis experience   Program development and system analysis experience   Comfortable with developing statistical models & simulation   Working knowledge on Qlikview will be preferred   Working knowledge on Talend Data Integration tools will be preferred   Interested & qualified applicants, please forward your latest CV in MS word format to  fion pnnacle com sg",2,BA,2.0,4125.0,8.324821298768782
152,MCi CAREER SERVICES PTE LTD,IT Senior Business Analyst (Education Sector/ Up to S$5000),None,,Education," Responsbilities        Analyze business requirement with users  Determine feasibility, cost, time and resources required, compatibility with existing system s , potential problem areas, and recommending and presenting solutions in meeting project objectives    To assist IT manager to manager outsource vendor to meet project scope, budget and schedule, with proper project that is closely monitored and if necessary, adjusted    Ensure all project documentations are created and kept up to date    Maintain data integrity and confidentiality with regards to the information being processed, stored and accessed    To assist IT Assistant Manager to manage project risks for prompt and proper escalation    Report periodically to IT Manager on progress and status of projects    General   Assist in both annual internal and external audit exercises    Maintan in data integrity and confidentiaIity with regards to the information being processed, stored and accessed    Render administration support for departmental operations    Perform other function as necessary or assigned    Requirements        Degree in Information Technology or its equivalent with at least 6 years of relevant working experience    Minimum 4 years’ experience in large or medium size IT projects including full lifecycle in application development, business consultancy, pre sales support, technical architecture and/or infrastructure support  Familiar with project SDLC methodology    Excellent communication  verbal and written  and interpersonal skills    Possess strong analytical and technical competencies    Possess the knack of being proactive and taking ownership of problems  Possess strong abiIit y to multi task    Excellent interpersonal, communication and presentation skills    Enjoy working with people and possess a service oriented mindset    Good team Player   Other Requirements      Familiar in one or more of the following languages, tools and technologies    Service   Oriented Architecture   Web Services and XML   Java/J2EE and  NET development   Enterprise Content Management, Business Process management, Portal, Enterprise Service Bus   Enterprise Architecture   Development   methodologies  SSADM, RAD, JAD, Object Oriented Agile Development    Oracle/NSSQL Scripting   Please submit your updated resume in MS format by using the APPLY NOW BUTTON  Our dedicated and approachable MCI consultants will get back to you soon for a confidential discussion  Please include the following information in your resume  • Education background • Work experiences in point forms • Reason  s  for leaving • Current and expected salary • Date of availability / Notice period **We regret to inform that only shortlisted candidates would be notified  ** We wish you all the best in your career search  Richard Lam Weng Wah  Registration Number  R1217553  EA Licence No  06C2859 Please submit your updated resume in MS format by using the APPLY NOW BUTTON  Our dedicated and approachable MCI consultants will get back to you soon for a confidential discussion  Please include the following information in your resume  • Education background • Work experiences in point forms • Reason  s  for leaving • Current and expected salary • Date of availability / Notice period **We regret to inform that only shortlisted candidates would be notified  ** We wish you all the best in your career search  Richard Lam Weng Wah Requirements Registration Number  R1217553 Responsbilities Other Requirements EA Licence No  06C2859",4,BA,2.0,4750.0,8.465899897028686
